index,53_1_www.linkedin.com,53_2_www.linkedin.com,53_3_www.linkedin.com,53_4_www.linkedin.com,53_5_www.linkedin.com,53_6_www.linkedin.com,53_7_www.linkedin.com,53_8_www.linkedin.com,53_9_www.linkedin.com,53_10_www.linkedin.com
1,67.0,-48.0,67.0,67.0,67.0,67.0,67.0,67.0,-48.0,67.0
2,344.04,204.56,370.48,1103.44,1619.0400000000009,456.02,306.44,223.28,87.36,-69.43999999999997
3,1692.96,516.08,770.44,3055.48,1338.1200000000001,845.04,634.3199999999999,446.56,-136.92000000000002,1620.52
4,3200.0799999999977,764.62,1111.44,6190.379999999999,2547.32,1301.06,852.3199999999999,669.84,1689.88,771.6800000000001
5,3051.16,1080.16,1473.88,13738.400000000001,4705.04,1690.08,1134.6399999999999,885.08,1633.2,2470.04
6,4441.8,1328.7000000000003,1825.6000000000001,30362.100000000002,6249.7,1672.7999999999995,112.40000000000025,1089.6000000000001,1044.3999999999996,4615.8
7,6180.360000000001,1601.3600000000001,2869.879999999999,34925.44,9702.800000000001,3122.68,1737.2000000000003,1294.1200000000001,2966.24,6271.64
8,9167.319999999998,3207.0799999999995,3186.04,42762.079999999994,13095.880000000012,4244.9400000000005,1367.5199999999995,1498.6400000000003,2401.9600000000005,5883.600000000011
9,11494.599999999999,2797.4800000000005,6696.24,76463.63999999993,14201.199999999999,6385.04,5652.88,1719.24,3993.879999999999,8262.92
10,14615.720000000001,2879.360000000002,6287.08,92791.66,15472.4,7810.42,5564.24,1942.52,4456.56,9997.44
11,15225.2,6166.6,9116.800000000001,94674.6,32405.8,10912.200000000006,5865.4,1782.2000000000064,4331.599999999999,11997.000000000011
12,19196.160000000003,6089.9400000000005,10146.359999999999,99676.62,33886.86,13232.18,6155.76,3348.6800000000003,7155.84,17060.84
13,19906.32,8639.08,13431.72,101848.88,33076.72,14714.76,6411.28,2945.52,6660.92,16941.8
14,28565.40000000006,8137.399999999998,13652.24,106749.28,34805.38,16537.199999999997,9956.199999999999,2997.759999999999,6558.280000000002,33071.759999999995
15,35877.56,11866.760000000022,26949.120000000017,109091.84000000001,36982.56,31873.440000000002,9898.16,4220.320000000001,6332.68,40909.88
16,37604.6,12986.099999999995,29330.399999999998,109218.09999999999,39600.600000000006,33185.4,9569.6,6293.799999999999,10314.999999999996,39679.4
17,39128.36,15069.440000000013,30753.920000000002,116537.35999999996,60331.80000000001,36864.52,12021.48,6112.4800000000005,13490.6,43549.16
18,41318.32,21424.60000000001,32593.76,120464.90000000001,67345.6,36552.46,12507.000000000002,7913.12,15301.2,43213.28
19,44606.56,33840.56,35032.04,126545.64,66683.08,39490.159999999996,30360.84,7978.360000000001,15358.76,45053.92
20,53581.319999999985,35543.85999999999,36629.400000000016,113623.36,79667.86,42968.979999999996,29528.04,10472.519999999999,16014.680000000002,48893.119999999995
21,67511.2,35021.200000000004,40845.600000000006,118891.59999999998,82125.2,49516.799999999996,30336.799999999992,10196.400000000003,25295.800000000014,51435.00000000003
22,69665.28,36660.46,52089.83999999999,127275.02,80673.26,50211.16000000001,32075.24,11995.68,32827.19999999999,55334.479999999996
23,72724.84,38756.72,70254.87999999999,200250.9199999999,81639.72,63813.8,34950.92,11671.239999999998,39330.88,62757.24000000002
24,83258.92,41597.76000000001,81241.79999999999,298693.6,87219.92000000001,78335.2,34856.12,16067.440000000006,38665.56,68421.40000000001
25,88345.04,49208.08000000001,94722.72,367569.639999999,93001.2,103154.28,37991.96,17164.08,38070.96,79956.80000000003
26,92715.0,66185.50000000006,93238.0,456371.9999999999,98205.0,100837.0,45032.0,19280.0,40050.0,91092.0
27,93448.96,69356.56,95714.28,478486.1999999999,98881.36,103214.72,62588.76000000003,25586.359999999993,41902.359999999986,93624.76
28,92267.84000000001,68499.84,98554.96,486773.80000000005,102051.88,105139.06,62916.35999999999,26473.839999999993,44410.68,97021.15999999999
29,96534.76,79007.76,99127.16,511586.32,101548.76,108476.16,64510.479999999996,29893.719999999998,44163.52,98207.31999999999
30,101874.32,80113.20000000001,98940.48,534093.8,102657.54000000001,107736.88,63465.48,32136.960000000006,43968.84,99415.24
31,104223.20000000001,87505.2,101571.4,553470.2,103668.2,111079.59999999999,64596.4,39864.200000000004,44159.8,101173.8
32,104005.52,88225.14,103800.68,570315.4,103913.98,111263.76000000001,76436.04000000001,39769.759999999995,43950.36,100411.88000000002
33,103772.44,90993.08,103075.28,601285.0799999998,107570.08,112302.16,77376.52,38907.72,44233.399999999994,96494.03999999996
34,104634.88000000002,91214.51999999999,103335.24,624944.8999999997,107171.36,113365.54,80298.72,39980.16000000001,50175.639999999985,92392.72
35,104915.36,96576.28000000003,106533.52,646672.6,108505.95999999999,115240.67999999998,82411.56,40317.92,54252.28,97533.72
36,102865.2,100346.4,106369.59999999999,687448.0999999993,107675.1,115754.6,85598.0,42755.20000000004,53697.200000000004,97794.2
37,106641.16,100697.16,108349.04,723712.32,106045.88,118341.68000000001,87057.32,44645.68,53442.76,99925.2
38,107154.52,102103.32,110807.36,728870.06,107874.04,120230.98000000001,90321.08000000002,44619.24,53862.880000000005,100334.04
39,108379.52,103919.72,110180.51999999999,729630.44,108030.52000000006,121703.44,97356.55999999997,47927.72,55248.48,102143.88
40,108363.72,103530.34,111828.43999999999,732753.7999999998,110523.34,123107.08,99417.15999999997,50699.44000000004,55086.76,102530.87999999999
41,111925.4,104490.40000000001,111002.20000000004,745822.2,112717.40000000001,124605.4,99590.2,61289.60000000003,57463.000000000015,104358.40000000001
42,113654.36,103946.66,112565.64,870762.1999999998,112395.54,123405.98,97856.88,61156.03999999999,61358.2,109757.4
43,112917.24,105290.92,114106.04,874562.6799999999,114704.68000000004,125272.96,99319.28,60469.76,70125.71999999999,118012.40000000026
44,114827.12,106621.93999999999,112896.71999999999,876808.2,118029.18000000001,126486.28000000001,102673.12,61950.20000000002,77271.88,136249.72000000003
45,113556.76,108246.68,114206.32,879416.64,118816.76000000002,128525.72,103391.55999999998,68482.6,85908.16000000003,136944.64
46,112212.40000000001,109002.7,116126.79999999999,883832.5,120216.7,130410.09999999999,101853.6,78072.20000000001,94549.79999999997,138122.80000000002
47,113626.16,107981.68,120139.07999999999,888242.48,121776.8,132110.92,103672.23999999998,85625.96,95232.16,138451.63999999998
48,115636.56,110026.18,122615.64,888947.32,122234.99999999999,134067.48,104171.64,87038.84,98265.88,143475.0
49,117547.31999999999,111701.12,122229.56,891216.88,118994.12,140356.2,106720.11999999998,89367.08,97550.27999999997,142960.88
50,121923.16,110959.94,123975.88,891023.44,122814.32,160275.0399999999,108108.64,91164.12,99315.16,143600.96
