index,214_1_www.iso.org,214_2_www.iso.org,214_3_www.iso.org,214_4_www.iso.org,214_5_www.iso.org,214_6_www.iso.org,214_7_www.iso.org,214_8_www.iso.org,214_9_www.iso.org,214_10_www.iso.org,215_1_www.iso.org,215_2_www.iso.org,215_3_www.iso.org,215_4_www.iso.org,215_5_www.iso.org,215_6_www.iso.org,215_7_www.iso.org,215_8_www.iso.org,215_9_www.iso.org,215_10_www.iso.org,216_1_www.iso.org,216_2_www.iso.org,216_3_www.iso.org,216_4_www.iso.org,216_5_www.iso.org,216_6_www.iso.org,216_7_www.iso.org,216_8_www.iso.org,216_9_www.iso.org,216_10_www.iso.org,217_1_www.iso.org,217_2_www.iso.org,217_3_www.iso.org,217_4_www.iso.org,217_5_www.iso.org,217_6_www.iso.org,217_7_www.iso.org,217_8_www.iso.org,217_9_www.iso.org,217_10_www.iso.org
1,-442.0,-442.0,-442.0,-442.0,-442.0,-442.0,-113.0,-442.0,-442.0,-113.0,-442.0,-113.0,-442.0,-442.0,-442.0,-442.0,-48.0,-442.0,-442.0,-442.0,110.0,-113.0,-442.0,-442.0,-442.0,-442.0,-442.0,-113.0,-442.0,-442.0,-113.0,-442.0,-442.0,-442.0,-442.0,-442.0,-442.0,-442.0,290.0,-442.0
2,1456.8799999999999,1406.32,1430.02,1433.18,1336.8,1445.82,1595.2,1441.08,1358.92,1373.82,1428.44,1391.7,1328.8999999999999,1475.84,1471.1,1567.2,1637.04,1542.6999999999998,1624.46,1670.1000000000001,-250.96000000000006,-330.06,-36.84000000000049,-618.36,-535.3599999999999,1413.3999999999999,-444.7199999999998,-233.10000000000005,-535.3599999999999,1141.4799999999996,1563.2,1403.16,1369.98,1458.46,1407.8999999999999,1418.96,1422.1200000000001,1436.34,1615.7,1409.48
3,3582.2400000000002,3875.64,3683.04,3657.36,4086.6,3597.36,3105.0000000000005,3603.84,4038.44,3604.36,3695.8799999999997,3990.16,4103.8,3556.32,3562.8,3590.88,1141.8000000000002,4116.8,3234.4000000000005,3785.76,367.0400000000009,1638.12,1362.08,1330.8,1327.32,1463.2,1333.64,287.4000000000008,1651.32,1444.24,4121.12,3901.32,4009.08,3580.08,3862.8,3772.92,3747.24,3631.68,4076.4,3849.96
4,5023.88,5520.679999999999,5194.86,5150.74,4116.8,4982.26,4245.100000000002,5170.44,4524.3200000000015,4918.32,5079.44,5309.54,4431.299999999997,4705.84,4823.5999999999985,5028.08,3626.0400000000004,4665.800000000001,4157.34,5203.62,1329.64,1421.22,1149.5800000000004,1564.54,1505.3199999999995,3814.999999999999,1440.6399999999999,1335.9,1505.3199999999995,3447.7999999999997,5021.92,5509.839999999999,5428.959999999999,5201.96,5108.100000000001,5029.28,5153.88,5121.84,5290.699999999998,5129.64
5,6109.5199999999995,6593.32,6344.92,6252.28,4392.599999999999,6657.5199999999995,4443.599999999999,6350.279999999996,4604.44,8526.28,6099.76,6327.96,4176.599999999999,6142.36,6172.400000000001,8357.76,4958.84,8451.800000000001,4956.28,6378.88,1555.0800000000002,1534.8000000000004,4030.6800000000003,4039.4,4107.24,3573.6,4093.48,1558.8000000000002,4107.24,3599.52,4373.88,6553.16,4403.639999999999,6590.5599999999995,6195.400000000001,6021.16,6354.5199999999995,6288.36,4558.199999999998,6267.08
6,8086.599999999999,8466.6,8506.1,8467.1,6083.0,10180.3,6173.5,8502.6,8554.6,7592.900000000001,8416.800000000001,8351.300000000001,5935.5,7900.8,7922.5,8253.200000000003,6285.2,12502.5,6346.699999999999,8348.9,3709.0000000000014,4009.6,3737.099999999998,3638.1,3595.2,4723.5,3584.4,3618.0,3595.2,4132.7,8425.199999999999,8398.800000000001,8584.6,12607.700000000008,8082.5,8309.2,8384.6,8430.300000000001,8303.5,8395.4
7,12585.76,10760.600000000008,13042.720000000003,12912.640000000001,8301.2,11949.639999999998,8317.199999999999,14428.84,8616.08,16061.48,14311.119999999999,13619.159999999996,8150.599999999999,13338.639999999998,13950.199999999997,14003.880000000001,8292.039999999999,15817.8,8433.76,12108.48,3820.2799999999997,3769.9599999999996,5426.84,4122.36,4377.120000000003,5005.599999999999,4110.44,3869.7999999999993,4097.72,4976.32,7808.6399999999985,10211.800000000005,8064.5199999999995,13048.039999999995,9931.999999999989,13535.159999999996,12620.52,12866.24,9106.999999999995,12671.079999999998
8,16484.96,16213.56,15725.14,15691.26,11671.599999999997,16050.26,14217.099999999999,15736.56,13669.039999999999,16333.08,15623.08,15627.22,12106.799999999992,16447.72,16506.8,15994.039999999997,7768.079999999999,16283.4,8033.599999999999,16050.66,4131.88,4711.580000000003,4842.76,5315.54,4827.72,4324.4,5084.919999999999,4086.4000000000015,5267.96,4206.280000000001,13966.039999999999,16182.28,14159.66,16149.22,15811.2,15503.72,15608.16,16004.56,16001.6,15654.64
9,17722.440000000002,16538.48,16143.639999999998,16812.76,15900.6,15983.400000000001,15540.4,18241.16,15763.64,18777.36,17877.080000000005,17998.720000000005,15698.800000000001,17708.72,17719.8,17949.280000000002,13911.24,17748.599999999988,14327.08,16317.24,5208.640000000002,5137.52,4329.279999999996,4742.12,4205.68,6035.8,4431.48,4925.000000000002,4628.24,5981.96,16467.68,16596.24,15781.16,19371.400000000005,16392.8,15860.56,16261.32,18255.68,16374.800000000001,16344.04
10,18341.44,18028.88,18832.92,18803.72,16452.8,23638.72,16140.399999999998,18652.36,16389.68,20759.239999999994,18613.48,18582.32,16263.4,18118.68,18176.2,18314.52,16250.56,18962.600000000002,15847.14,18708.060000000005,5191.52,4517.46,6137.86,4123.76,6130.36,8347.1,5656.519999999998,5403.099999999999,4927.759999999998,8308.42,17870.84,17948.44,17300.279999999995,23597.86,17594.1,18616.16,18749.48,18637.28,17781.3,18730.08
11,27040.8,18683.6,19483.399999999994,18537.000000000007,17583.0,23883.600000000002,18639.0,27460.400000000005,17978.2,25455.2,19218.00000000002,25913.400000000005,17396.0,18876.6,18894.0,26193.6,16844.8,27099.0,16325.199999999997,18565.4,4537.8,6402.599999999999,8490.6,6063.8,5964.599999999999,8390.0,6051.2,4880.0,6106.599999999999,8314.8,18392.8,18604.8,18771.2,24061.199999999997,18305.0,18745.00000000001,18007.4,27401.399999999998,17878.0,18445.000000000007
12,24632.44,27035.84,25450.82,25529.34,18410.399999999998,25772.859999999997,18445.9,25219.96,18591.76,26565.62,24734.399999999994,24074.86,18238.2,19353.200000000004,20084.00000000001,26289.04,18151.76,24360.600000000006,18133.58,25785.34,6319.720000000004,6275.14,8378.94,8424.62,8103.240000000001,9265.999999999996,8346.88,4368.5999999999985,8466.44,8546.599999999997,24929.91999999999,27469.56,18633.94,26618.64,27153.800000000003,25542.76,26428.56,24871.42,26751.9,25845.879999999997
13,25796.52,28191.719999999998,26502.44,24230.720000000005,18776.00000000001,26123.88,27011.199999999997,26496.320000000003,27291.24,28079.84,24320.120000000017,22567.16,21086.199999999924,24438.640000000003,27189.8,25248.760000000002,18902.96,25186.200000000004,18590.64,27090.52,7648.240000000002,8329.12,7968.3200000000015,8199.039999999999,8176.68,13700.199999999995,8263.84,6354.399999999999,8312.92,14140.52,25410.52,25154.359999999997,27291.920000000002,27740.59999999999,24574.400000000005,24165.12,26854.64,26055.920000000002,24483.399999999998,24235.56
14,28753.76,33712.16,29818.9,31804.100000000006,25935.199999999997,34093.399999999994,24614.699999999997,33271.15999999998,25060.679999999997,32209.66,26492.880000000016,23990.98,24340.100000000002,25526.64,31523.6,23863.760000000002,23903.519999999975,24305.800000000003,24336.12000000003,30954.02,8595.36,8493.98,12161.819999999994,7989.1399999999985,7495.719999999998,15909.2,7888.4400000000005,6601.600000000003,7953.320000000001,15893.64,24011.36,30159.319999999992,24890.42,33556.579999999994,25964.4,30236.48,26079.56,33899.48,30268.9,30449.24
15,31915.92,35074.32,38214.28,35766.88,24334.2,34213.88,26130.8,36267.48,26682.12,31007.319999999996,34360.640000000014,25293.48,25574.4,24447.920000000002,32694.6,26655.280000000002,24971.92,28124.8,24827.52,29722.440000000002,8404.32,7613.239999999998,14132.36,8891.399999999998,11469.840000000004,16124.800000000001,11677.680000000006,8383.8,10687.200000000004,15552.68,31402.160000000003,39509.56,26217.68,34319.36,34187.4,35908.56,31390.68,35903.76,36120.2,35839.68
16,33839.8,36074.2,39958.7,37968.3,29285.0,33467.3,32590.0,39567.99999999999,30084.600000000006,44881.39999999995,37905.6,29621.70000000002,24010.5,28622.600000000002,30533.0,31261.599999999988,23721.800000000003,31974.5,23699.799999999996,27717.7,8136.799999999997,12917.099999999999,15985.4,13696.800000000007,13871.4,16170.5,13965.800000000001,8541.5,13477.400000000001,16166.900000000001,35031.599999999984,39229.4,32404.799999999992,37864.70000000002,35551.5,38009.4,35725.8,46655.000000000044,37992.5,38109.8
17,39908.72,42991.76000000001,56639.35999999999,71220.4,35660.2,43277.88,37972.8,73465.88,56236.56000000004,53209.76,36345.24,35556.44000000001,23487.399999999998,29585.48,33095.400000000016,34482.79999999999,22440.48,36662.199999999975,22470.16,30617.920000000002,8657.400000000007,14197.04,15842.679999999997,13815.24,15747.64,17857.600000000002,15908.28,8031.199999999999,15200.240000000002,18011.48,37838.44,40675.64,38196.72,43815.84,37845.6,60819.28000000002,38480.96000000001,108638.31999999999,53160.79999999995,54739.520000000026
18,37607.399999999994,81822.52,74743.06,72823.54,37433.6,78031.76000000002,54193.00000000008,73825.24,72121.36,64368.96000000014,34832.200000000004,38243.82,27002.199999999993,33436.72,34976.800000000025,40838.88,24069.72,42332.39999999995,26553.06,36110.83999999999,13443.360000000002,16002.419999999998,16410.940000000002,15601.86,15424.72,17814.0,15533.44,11533.000000000011,15566.72,17920.219999999994,39260.479999999996,39854.479999999996,37972.66,45820.82,42571.399999999936,105748.59999999999,97947.92000000004,111541.78,83534.1,88697.64
19,50723.60000000001,90217.68,83144.68,81065.44000000002,39772.6,81628.24,75152.6,84938.51999999995,73718.64,108624.44,39690.680000000044,39846.32,27193.6,36440.12,39812.399999999994,42689.08,28175.28,44928.19999999998,28814.120000000017,38975.840000000004,14251.04,15807.839999999998,17469.879999999983,16156.720000000001,16304.72,18001.4,16445.44,14312.199999999999,16536.28,18393.08,72468.52,80261.91999999998,56538.19999999999,81612.52,67528.0,110695.52,116576.08,110316.48,84426.00000000001,94567.95999999995
20,79038.36,100839.07999999999,102649.44,102507.96,73422.2,84758.14000000004,73776.3,101716.64,75491.40000000001,161828.58000000005,42701.799999999996,42119.200000000004,30303.9,39319.84000000002,43131.9,46612.56,30053.16000000001,45717.30000000001,31053.74,39085.22,16088.68,16539.98,17764.26,16249.34,15763.68,18222.4,15989.359999999999,14571.80000000001,16251.24,17814.96,97464.39999999994,101907.52,86120.58,99810.36000000004,82225.00000000001,113822.2,122188.64,113649.98,124621.89999999997,118187.48
21,92095.6,148457.6,102399.99999999999,101013.8,74554.0,94390.79999999993,76643.0,136563.6,91568.6,267940.6,41683.20000000003,43549.799999999996,34668.0,42643.99999999998,44876.0,44283.80000000001,29988.2,46152.0,31046.2,43117.4,15746.6,16415.200000000008,18714.2,17195.600000000002,17519.2,18824.0,17739.399999999998,16163.0,18099.8,19944.000000000004,119545.20000000003,124335.59999999999,117140.00000000001,123222.59999999999,89927.0,119813.8,121288.2,129976.8,125035.0,127002.8
22,92737.08,181586.48000000007,155387.39999999985,136635.9199999999,78290.00000000003,101752.86,96070.4,169626.88,95922.4800000002,341233.1800000001,45641.96,45274.96,34881.599999999984,43061.56,46608.5,44103.799999999996,33919.36,54057.89999999996,33225.66,45123.42,16663.12,17743.54,18411.88,17642.82,18302.480000000003,18616.3,17837.2,16406.600000000002,17799.36,23396.520000000004,124130.88000000002,125210.44,117749.32000000002,131044.77999999997,117912.8,126337.12,121932.96,129789.02,149290.7999999997,126318.84
23,99591.8,228276.3199999999,231516.51999999981,206511.64000000004,95856.80000000002,141242.31999999998,102388.2,204887.12,129440.68,366228.44,43233.48,50851.76,39299.199999999975,44026.40000000001,47846.8,51742.55999999994,38309.52,61432.2,36726.28,46347.24,16382.16,18735.68,17982.16,18615.44,18307.760000000002,19841.999999999993,18599.76,16523.8,18661.88,28373.35999999999,126170.6,128658.15999999999,122199.48000000005,134732.84,124112.39999999997,129685.76,146873.16,138923.04000000004,217135.99999999997,143710.6000000001
24,173604.72000000003,285414.84,303934.76000000024,277549.32,129811.5999999999,193434.04000000007,137479.9,275626.87999999966,170908.2800000001,380578.36,53091.56,58649.000000000015,42090.79999999996,55392.159999999996,80374.40000000007,59189.08,40327.72,111432.4,38789.42,48378.30000000001,18240.56,18590.64,20434.719999999998,18374.079999999998,18231.64,23813.100000000006,18359.32,16261.600000000004,18388.76,44200.439999999995,128058.12000000001,130624.16,126542.42,133563.91999999998,126344.6,133138.40000000002,184385.24,156571.30000000002,280603.4,215836.55999999985
25,206646.12,361460.52000000025,366370.76,319292.47999999975,136036.4,267558.76,169450.8000000002,353637.87999999983,173937.56,377938.44,61379.96,59126.600000000006,47179.8,59638.56,96173.60000000005,70416.19999999998,41913.840000000004,149056.99999999997,40721.200000000004,56285.96000000001,17878.12,18292.920000000002,23663.960000000003,18415.56,17797.32,23040.399999999998,19816.400000000005,18290.2,18020.279999999995,60703.28,168127.2,170336.2,130411.96,164126.8399999999,140820.19999999995,176116.3999999999,219475.63999999998,171920.75999999995,354672.1999999999,272016.2799999999
26,282974.0,403801.0,400398.0,374708.0,179764.0,300154.0,227164.5,429882.0,185361.0,393761.0,61246.0,61065.0,46646.5,61803.0,142308.0,83656.0,47719.0,174604.99999999994,42251.5,61561.5,18806.0,19125.0,27838.0,18999.0,19639.0,26607.0,24241.0,18377.5,19867.0,62426.5,223067.0,215520.0,164969.0,210751.5,175876.0,237912.0,263678.0,197629.5,375415.0,343486.0
27,370548.2,448581.96000000014,449107.16,435983.8799999999,205206.00000000012,351921.72000000015,274154.2,474805.2799999999,219897.24,404582.6,81194.00000000016,120630.36000000002,44958.8,107046.32000000005,197131.40000000008,155620.27999999982,47313.64,230566.19999999998,41194.400000000016,94183.56,18527.44,22443.40000000001,41892.95999999998,21987.20000000002,22969.800000000014,29636.6,24523.8,18771.399999999998,23757.159999999996,68609.52000000002,257578.67999999996,277312.19999999995,205856.08000000002,253730.20000000013,239506.0,287292.4400000002,314431.76,237619.7200000001,390921.0,380897.68
28,430345.63999999996,496595.95999999996,449240.76,493393.2,279986.00000000006,403935.77999999997,314404.7,495013.8,256488.48,441905.55999999994,138218.31999999998,160322.08000000007,46313.99999999998,155293.63999999998,248021.00000000003,202419.96,47947.24,277925.19999999984,43431.77999999999,127415.82,18346.919999999995,24489.40000000001,73135.05999999997,24849.179999999975,29022.679999999997,29404.4,32533.07999999997,18530.2,22862.440000000002,80489.45999999999,302701.7600000001,323784.72000000015,220332.22,317574.2600000001,281164.0,341273.24000000017,355878.52,263451.4799999999,394328.6,394471.72
29,472403.12,570916.68,473595.43999999977,494322.04,330681.3999999999,461687.4000000001,379209.5999999999,496353.2,314091.19999999995,453614.64,211814.4800000002,194408.72,49919.00000000001,192984.47999999998,263385.2,251820.9599999999,49560.92,330035.59999999945,43185.44,182639.15999999995,18475.200000000023,34057.84000000006,84854.96000000002,29298.239999999994,47165.720000000074,31115.8,58537.08000000005,18111.8,25604.40000000001,95202.03999999982,352806.04000000004,368971.4,257515.6800000001,351458.12,326412.2,373152.08,379568.64,306938.43999999994,416080.4,417234.52
30,473917.52,572414.28,497036.7,519747.98000000004,379987.2000000001,513517.79999999993,458758.90000000014,571588.44,389946.4800000001,469987.44,265731.16,210537.86000000002,54847.40000000001,234362.28000000003,299398.00000000006,322150.92000000004,54719.6,353141.7,55459.92,231857.2799999999,20077.399999999994,52056.63999999995,117227.75999999995,39752.80000000001,66744.12,63567.399999999936,78660.52,20361.499999999993,46257.11999999995,113501.11999999998,394559.96,398339.52,298729.11999999994,405188.32000000007,388432.99999999965,420487.27999999997,388454.4,337211.76,422857.2,422306.56
31,532078.2,586063.0,539772.6,574348.0,434037.0,526884.0,494689.0,590589.2,443976.8,498769.4,335074.80000000016,252255.00000000003,60631.0,265280.4000000001,340484.0,351018.6,59021.99999999998,355658.0,59035.00000000002,313463.6,23547.399999999994,78800.79999999999,153334.0,60262.40000000001,79235.6,82286.0,86268.80000000008,23903.0,62757.2,126429.19999999994,421033.8,416027.3999999999,353275.8,429107.0,410616.0,422533.00000000006,416953.6,373677.80000000005,423868.0,424102.4
32,562433.9199999999,629499.8799999999,579492.68,635538.88,465613.4000000001,587963.9599999998,550283.2000000002,615782.6,477836.5600000002,518830.8800000003,354403.2,255253.82,78484.99999999991,342404.3599999999,341742.3,352464.24,69307.12000000008,374292.19999999995,59701.24,351555.18,31951.160000000065,95357.15999999999,153832.3599999998,72298.62,80561.24,127477.69999999985,117554.40000000002,27975.10000000001,62649.68,147776.86,422495.68,425702.56,383707.44,430552.06,422699.2,426281.36,422643.88,431958.87999999995,427165.1,423343.28
33,597911.7999999999,706827.56,623791.84,702499.12,494250.80000000005,597527.52,587229.4,681180.16,525303.88,564169.36,357174.28,300815.12,107754.39999999994,352913.4,341925.80000000005,356204.44,99009.76,376097.6,59361.04,353355.44,45866.60000000004,119966.40000000001,187935.83999999994,74217.36,80377.12,144731.8,154557.12,39175.80000000003,62740.48,163930.11999999997,421010.72,425169.96,421112.44,428703.24,421607.8,445362.92,421309.27999999997,444131.96,430351.4,424821.88
34,680067.64,711667.92,664559.2399999999,711912.42,559003.8,609867.72,587275.1,738079.88,565219.24,608321.4799999999,371621.24000000005,357631.52000000025,132405.79999999973,355712.56,341782.6,360586.4,133584.04,376820.6,76638.16000000002,355025.66000000003,66384.92000000003,119861.64,194831.18,74046.86,82192.68000000001,163461.7,188482.72,61982.7,64094.28,187216.59999999998,423546.12,424396.12,423492.22,429636.58,422802.3,447147.72000000003,422522.04,445828.26,431395.1,426052.96
35,714453.28,738265.04,737671.1999999998,738420.2,587129.8,663914.5200000004,613969.0000000001,739832.88,588023.32,676561.2400000003,376889.84,376442.36,184243.39999999962,372704.4799999999,345318.4,363326.64,180882.52000000016,375754.2,107585.59999999999,376247.72,80358.76,152707.08000000002,208674.03999999983,80437.24,100369.12,162476.8,216897.31999999998,61467.399999999994,64123.96,223706.51999999967,427051.56,425544.64,422027.56,431063.64,422120.2,446503.12,425632.32,447065.44,430211.8,425400.88
36,746307.8,739897.2,738005.4,740149.3,586964.0,734321.9000000001,639498.5,741509.8,589084.0,700617.1,376029.8,375605.3,240786.0,375941.2,347604.0,381791.0,196332.40000000002,379590.5,116898.50000000001,375179.9,84898.00000000004,155862.1,230869.59999999992,80542.0,116943.40000000001,197684.0,222746.4,63468.5,82043.2,258345.9,426133.6,431691.4,423461.3,435450.4,426950.0,447581.4,426027.2,448391.6,431628.5,431494.8
37,745180.44,738457.84,738805.28,741816.52,590566.8,744918.12,657644.0000000002,740157.96,590820.84,729479.08,377711.84,376707.44,298676.5999999999,377592.24,348951.6,383486.56,236732.95999999996,384006.2,140509.76000000013,373916.08,105031.40000000001,158438.95999999993,267129.5199999998,115029.24,118034.76,221711.40000000008,224660.48,66793.20000000004,81260.92,274848.7199999998,427111.24,431386.76,423366.12,437575.44,428143.4,446449.56,428290.88,450261.24,433129.8,433335.72000000003
38,746289.4400000001,740246.84,740705.96,740857.46,590896.6,745940.34,710887.2,742544.32,611381.3600000002,741095.28,378705.32,378356.84,339617.19999999984,375947.36,350101.3,383656.32,254655.48,384723.39999999997,186596.67999999996,375312.06,104708.52,193032.31999999998,312811.42,117743.45999999999,117990.28,233068.30000000002,240540.76000000013,80777.7,83129.08,312511.35999999975,426453.68,433668.92,426958.44,439641.66,430134.9,450473.52,430752.2,452576.22000000003,435589.5999999999,432482.04
39,748860.76,744329.16,745070.76,742729.84,647097.3999999999,747383.16,712694.8,745754.16,648296.96,741946.16,380600.72,380357.84,352269.8,377457.64,353809.2,384858.72000000003,279034.80000000005,383557.4,209402.04000000004,379740.36,106680.56,228842.68000000002,343150.2799999999,117753.84,151146.0,236313.59999999983,275375.2400000001,80062.2,83255.88,362642.23999999993,428803.19999999995,432774.32,429037.76,441216.88,431854.2,454497.48,430692.52,450806.27999999997,439584.4,439834.96
40,752584.08,743892.32,744596.62,744201.18,672762.8,748962.02,739438.1,748115.28,701799.2800000001,747431.92,384942.16,384069.94,353572.99999999994,379929.04,360601.3,386978.84,322787.96,397624.09999999986,237173.18000000014,383947.18,108004.4800000002,263214.04000000004,378111.6,137299.31999999998,161005.36000000004,265992.4,292030.32,80263.00000000003,92828.80000000003,366527.56,435706.24,433355.76,430533.22,441578.26,433252.1,454608.44,434200.68,454394.58,441193.2,448333.48
41,751891.8,745522.2,744924.8,748767.0,723607.0,750563.8,737946.0,755801.7999999999,738866.2,748395.4,385971.6,383873.6,355073.0,383047.6,369043.0,388629.8,355979.4,410600.0,287903.4000000001,383936.8,133234.0000000001,298433.4000000001,387206.99999999965,151595.4,185121.4,265380.0,313560.00000000006,114524.0,122744.79999999994,400120.6,441362.6,438347.00000000006,432193.8,438754.6,431995.0,453915.6,444269.39999999997,455637.6,440178.0,453300.8
42,751205.32,748814.08,752206.18,757858.4400000001,738130.8,752897.98,739760.3,755627.52,740321.28,750029.98,384811.36,389002.94,373094.1,389687.96,377645.8,390262.32,360189.88000000006,410773.0,325997.9,384540.39999999997,147672.36000000013,332557.7600000001,408854.75999999995,170260.07999999987,202290.72,281008.20000000007,354750.72000000003,123454.2,131281.04,429680.35999999987,447834.92,448798.4799999999,430641.62,445674.80000000005,430688.10000000003,454022.44,454037.27999999997,462405.46,439393.3,458430.6000000001
43,758169.8,758990.52,762944.72,763476.28,736745.2,755655.76,744141.4,760518.7999999999,739652.88,750929.44,389739.4,399379.16,374959.8,390607.12,414108.4,391758.08,374944.4,443969.7999999998,351518.44,394280.04000000004,176494.40000000005,382760.12000000017,429899.71999999986,193880.39999999997,218061.48,316321.6,358907.72,123313.6,144482.0800000001,448183.76,455180.36,463298.64,436239.80000000005,466897.3599999999,442352.0,461012.6,457131.52,468943.24,447459.99999999994,463970.64
44,774484.32,762668.8,767432.82,766169.46,738171.6,768428.58,743244.9,761033.84,738083.36,751829.34,402718.36000000004,401933.96,373717.7,391615.92,445738.8,390235.72000000003,375742.95999999996,520163.3999999996,353247.78,399556.92,197278.8000000001,391208.38,447615.06,206254.83999999976,250161.72,335980.1,381849.63999999996,123393.4,168099.44,448194.46,456500.88,466904.24,446280.52,475181.64,460337.10000000003,475079.64,457066.80000000005,476640.94,466200.29999999993,464607.27999999997
45,775810.24,773694.96,766460.3999999999,768818.96,742543.8,769964.4,746984.8,765458.16,741688.52,762907.72,411722.76,413262.52,375261.4,404399.72,465203.00000000006,399318.27999999997,376046.16,578680.6,355987.52,402775.64,213472.2800000001,393174.28,453332.19999999995,221034.32,254041.24,371733.6,424247.32,152351.8000000002,180099.55999999985,467939.3599999999,460083.31999999995,465090.0,447834.96000000014,474545.28,467308.2,486995.12,464972.28,482156.72,475298.4,483014.88000000006
46,781497.8,772237.6,790195.6000000004,794798.5999999997,744421.0,780986.2,748594.5,808068.8,745965.6,775794.7000000001,411218.6,472211.80000000005,376977.5,456554.6,506272.5,413865.60000000003,376238.4,580226.0,370929.4000000001,411072.8,217731.0,420402.19999999984,482914.0,238606.59999999992,300007.80000000016,390385.5,438598.5999999999,181932.00000000023,214736.8000000002,484589.0,504515.60000000003,466131.39999999997,461208.8,477319.5,466515.5,485876.0,486291.2,515788.1,474734.5,507218.8
47,780058.32,788162.4000000001,857839.88,850525.08,744365.4,781082.56,748483.3999999999,870753.96,746068.2800000001,779641.04,413426.72,498271.72000000015,379031.4,466108.68,538002.0000000001,417471.32,377156.43999999994,585507.0,376190.27999999997,433085.32000000007,239524.24000000005,466711.7999999999,482513.56,271334.72000000015,320638.32,436193.0000000001,467572.4000000001,196481.20000000004,235529.44,488024.96,510525.32,484363.83999999997,465055.4,475656.48,465000.19999999995,487069.52,543899.36,517349.92,472439.4,557958.9199999999
48,787528.92,812053.88,882510.1600000003,874950.8,745596.4,778594.2,755074.9,912369.7999999999,751943.56,781193.22,467789.4,555636.3200000002,381239.3,472634.2,555049.6000000001,419248.04000000004,379574.88,585611.2,375493.45999999996,482765.82,265467.56000000006,483859.96,481597.96,288081.36000000004,335100.6399999999,470075.59999999986,482473.36,227180.2,236011.12,488300.98,540428.2799999999,522194.08,465000.32,532153.4400000001,486398.0,526345.6000000001,587744.8000000004,568233.02,491044.9,601371.32
49,824660.64,858564.4400000001,930398.8,893350.9599999995,745087.6,822628.7600000007,766038.2,936378.28,750224.12,827670.8400000002,544451.9200000003,580963.48,382113.9999999999,496824.67999999993,567216.2000000001,456406.64,383638.68,588217.2000000001,375687.31999999995,538028.36,267596.84,485897.83999999997,484754.48,336971.2399999999,368989.52000000025,489303.2,484987.92,260437.6,268692.92000000004,490220.84,582583.6400000001,591902.8400000002,469885.0,549231.3999999999,543271.1999999995,548570.8799999999,635935.28,616148.6799999999,501696.19999999995,648281.3999999999
50,872711.6799999999,865117.12,939888.7,937046.6,749933.0,870675.8000000002,764781.9,939003.6,755378.32,872206.6000000002,582869.36,580813.24,387543.99999999994,555485.92,569984.8,509432.79999999935,383654.84,590654.2,378876.76,579443.2999999999,291233.16,498844.19999999995,499269.77999999997,355230.12000000017,386790.92,489695.7,494545.76000000007,281597.0000000002,288394.7600000001,488972.96,601381.96,623171.4799999999,468801.54,601670.96,601489.0999999999,608193.84,694717.0,658537.4400000002,551507.9999999999,676511.88
