index,39_1_en.wikipedia.org,39_2_en.wikipedia.org,39_3_en.wikipedia.org,39_4_en.wikipedia.org,39_5_en.wikipedia.org,39_6_en.wikipedia.org,39_7_en.wikipedia.org,39_8_en.wikipedia.org,39_9_en.wikipedia.org,39_10_en.wikipedia.org
1,-442.0,67.0,67.0,67.0,0.0,-442.0,67.0,67.0,67.0,-115.0
2,-366.23999999999995,-173.11999999999995,25.82000000000008,-228.0,-46.56,-335.68000000000006,66.97999999999996,-77.08000000000001,-35.91999999999999,70.36
3,1592.64,1029.8799999999994,-327.6399999999999,1755.0,-50.88,1604.48,-235.9600000000001,-239.07999999999976,-465.15999999999997,188.72
4,1396.84,1477.08,1697.28,1515.0,-190.2600000000001,1377.88,1723.92,1514.4,1602.6,-95.42000000000002
5,1163.72,1286.6399999999999,1518.1599999999999,1350.0,1674.76,1149.7199999999998,1480.24,1511.6799999999998,1575.04,848.9600000000012
6,647.2000000000002,644.8,1280.6999999999998,724.0,1329.9000000000003,784.3999999999996,1353.8999999999996,1044.3999999999996,1273.6000000000004,1600.4999999999998
7,257.5600000000007,2698.639999999998,775.9200000000004,2534.0,664.36,440.9199999999995,1029.1200000000001,586.4800000000002,688.36,1672.36
8,2361.6400000000003,4589.68,410.76000000000056,2453.0,2371.3800000000006,2442.68,2845.6800000000007,4692.720000000004,2602.08,1439.02
9,2303.24,4665.72,2514.8800000000006,4406.0,4656.52,2252.6800000000003,2887.3199999999997,4598.92,3473.319999999999,727.8800000000001
10,4538.88,4529.24,4587.86,4655.0,4581.86,4592.16,2656.6799999999994,4635.4400000000005,4715.84,1022.1600000000035
11,4385.8,4943.999999999997,4674.6,7204.0,7145.6,4322.6,3359.400000000005,4532.400000000001,4437.599999999999,4935.4
12,4259.72,7092.08,4473.94,6689.0,6641.94,4507.24,4515.94,4659.76,4640.44,4694.66
13,6926.119999999996,6800.599999999997,4590.3200000000015,7168.0,5879.080000000001,5822.600000000006,4538.72,5158.399999999998,4056.0799999999995,4759.68
14,6843.640000000001,8778.04,6572.839999999996,8416.0,8694.399999999998,6990.039999999999,4729.62,10971.04,6796.399999999998,4561.78
15,6816.159999999998,8409.36,7353.24,10038.0,14434.479999999989,6554.5599999999995,3689.5599999999995,11527.279999999999,9682.24,4742.36
16,7696.799999999997,11274.6,6361.900000000001,10460.0,17107.3,7074.2,7895.000000000001,11171.4,9309.4,4244.099999999999
17,8642.92,13714.799999999996,6062.640000000001,15430.0,16705.2,7981.280000000003,9675.36,10584.28,11183.68,6325.800000000004
18,8830.799999999997,14547.72,6608.399999999989,14815.0,24445.260000000024,8185.280000000001,9380.019999999999,10376.720000000001,11671.640000000001,10736.34
19,13051.68,17181.239999999998,8358.960000000001,16971.0,23650.64,7557.519999999996,10183.640000000007,10823.599999999997,12727.56,13492.359999999999
20,12532.16,17180.08,10340.799999999996,17928.0,47552.67999999999,10420.200000000004,11710.02,12871.72,12328.28,13069.339999999998
21,12679.4,23966.399999999983,15194.599999999988,24892.0,78701.0,12897.000000000004,11659.4,14446.800000000008,12475.8,13089.4
22,12313.08,24362.28,17386.780000000002,24106.0,94726.31999999996,17128.719999999998,11154.059999999998,16770.68,12103.4,14089.240000000005
23,12501.799999999997,25069.599999999995,17204.72,24500.0,98927.88,16912.28,12445.6,24397.44,13586.599999999999,20532.6
24,19986.12,34060.95999999992,17114.52,30209.0,102671.66,16800.48,12503.880000000001,23796.76,19383.4,20260.739999999998
25,19431.36,45839.19999999999,16878.52,54825.0,103251.20000000001,16561.48,12481.960000000001,24450.799999999996,19071.52,20793.199999999997
26,19150.0,50809.0,21751.49999999996,79757.0,122399.0,18627.00000000004,12268.5,49606.0,20974.0,41420.0
27,40796.95999999989,55383.8,23962.2,100004.0,140584.8,23748.8,14767.400000000001,54905.200000000004,45341.439999999995,49865.8
28,64876.839999999895,59870.599999999984,23672.82,99354.0,168188.2799999999,23463.16,19847.480000000003,69147.88000000002,49703.6,54295.600000000006
29,74301.2,64549.399999999994,27833.159999999953,101210.0,193147.9199999999,23742.920000000006,19484.4,80837.76000000002,53410.39999999999,74989.72
30,76162.6,85108.0,40657.79999999998,103536.0,227898.60000000003,32156.48000000007,19211.46,85284.79999999999,58193.68000000001,76463.36000000004
31,79652.2,94254.2,62649.599999999984,102465.0,246568.4,41275.60000000003,22976.60000000001,88589.6,64093.40000000004,96208.2
32,94649.72,99654.8,76142.07999999996,123011.0,248266.64,58077.12000000006,36400.20000000005,99148.76,73907.28,95670.26
33,95291.8,103081.99999999999,78875.4,139417.0,248088.56,63453.600000000006,62989.240000000034,98873.4,73519.28,96272.6
34,98109.11999999998,103534.56,90389.47999999997,144625.0,249754.52,67706.40000000001,74254.9,103115.72,75434.4,96478.74
35,98326.24,104298.20000000001,99598.76000000001,179195.0,249666.84,72343.20000000003,85088.84000000005,102228.80000000002,91597.11999999997,96973.68000000001
36,100171.99999999997,108976.99999999999,98662.7,185093.0,250678.9,94089.60000000005,94937.40000000001,106611.00000000001,95896.99999999999,97034.8
37,126765.11999999994,119366.79999999999,98124.76,219975.0,269688.0,98993.48,94699.68,109930.32,98144.0,96644.64
38,137123.8,147670.56,97880.9,222873.0,274470.84,98746.08,93671.76,112695.56,98421.44,96412.1
39,141382.19999999998,158180.63999999998,101732.59999999999,247012.0,275057.4,99660.40000000001,93431.12,116503.0,99122.4,99058.40000000001
40,144576.59999999998,160885.19999999998,125664.95999999986,246386.0,274967.34,102925.04,97426.7,120455.8,118641.35999999999,103081.24000000003
41,160847.79999999996,194384.8,151494.6,248333.0,276709.0,102173.2,113600.20000000003,123699.40000000001,135031.0,114401.80000000006
42,182045.4,198530.8,162014.19999999998,248359.0,277481.96,105738.8,139745.1600000001,127631.20000000001,138303.8,131888.32000000007
43,185791.8,202537.6,179881.5199999998,249032.0,277041.64,141071.60000000003,148914.84000000003,149201.83999999997,147743.72000000003,137007.6
44,215825.55999999985,208066.71999999986,199730.59999999998,268194.0,278898.18,144078.40000000002,170088.24000000014,163721.6,153589.4,139303.76
45,222204.6,238717.11999999997,210716.63999999996,267568.0,279708.36,156743.36000000004,186539.96000000017,167820.8,191932.68,143066.80000000016
46,232636.19999999987,242842.0,236874.19999999998,269523.0,279746.80000000005,181774.40000000002,217000.0,171200.0,204203.0,162077.8000000002
47,242050.28,246752.8,241173.19999999998,269772.0,281186.96,186922.2400000001,237523.84000000008,201250.56000000008,204161.32,176995.92000000004
48,243959.04,247435.52,246349.78,272173.0,281855.26,219373.12000000002,241668.42,206430.40000000002,206086.68,181900.60000000003
49,243671.44,249347.32,247132.67999999996,273991.0,283548.12,221720.4,242959.52,210001.6,205914.48,210988.31999999998
50,243735.04,249143.64,248055.7,273801.0,283474.9,225493.2,243309.3,235272.63999999996,231577.36000000004,230894.08
