index,278_1_www.deutsche-bank.de,278_2_www.deutsche-bank.de,278_3_www.deutsche-bank.de,278_4_www.deutsche-bank.de,278_5_www.deutsche-bank.de,278_6_www.deutsche-bank.de,278_7_www.deutsche-bank.de,278_8_www.deutsche-bank.de,278_9_www.deutsche-bank.de,278_10_www.deutsche-bank.de,279_1_www.deutsche-bank.de,279_2_www.deutsche-bank.de,279_3_www.deutsche-bank.de,279_4_www.deutsche-bank.de,279_5_www.deutsche-bank.de,279_6_www.deutsche-bank.de,279_7_www.deutsche-bank.de,279_8_www.deutsche-bank.de,279_9_www.deutsche-bank.de,279_10_www.deutsche-bank.de,280_1_www.deutsche-bank.de,280_2_www.deutsche-bank.de,280_3_www.deutsche-bank.de,280_4_www.deutsche-bank.de,280_5_www.deutsche-bank.de,280_6_www.deutsche-bank.de,280_7_www.deutsche-bank.de,280_8_www.deutsche-bank.de,280_9_www.deutsche-bank.de,280_10_www.deutsche-bank.de,281_1_www.deutsche-bank.de,281_2_www.deutsche-bank.de,281_3_www.deutsche-bank.de,281_4_www.deutsche-bank.de,281_5_www.deutsche-bank.de,281_6_www.deutsche-bank.de,281_7_www.deutsche-bank.de,281_8_www.deutsche-bank.de,281_9_www.deutsche-bank.de,281_10_www.deutsche-bank.de
1,-442.0,-442.0,-442.0,-442.0,-442.0,67.0,-442.0,-442.0,-442.0,-442.0,-442.0,-442.0,-442.0,-442.0,-442.0,-442.0,67.0,-442.0,-442.0,-442.0,-442.0,-442.0,-442.0,-442.0,-442.0,-442.0,-442.0,-442.0,-442.0,-442.0,-442.0,-442.0,-442.0,-442.0,-442.0,-442.0,-442.0,-442.0,-442.0,-442.0
2,3598.879999999999,3770.0799999999995,3572.52,3625.26,3574.68,4093.84,4044.24,3593.04,3645.76,3554.16,1357.34,1377.8799999999999,1500.84,1390.52,1411.06,1374.72,1691.36,1655.3999999999999,1396.84,1526.8799999999999,1340.6,1363.66,1668.7,1412.64,1141.4799999999996,1643.42,1389.6000000000001,1335.6999999999998,1373.14,1343.1200000000001,1366.82,1395.26,1384.2,1436.34,1388.94,1373.14,1382.6200000000001,1401.58,1335.22,1418.96
3,8750.639999999994,8946.24,6249.96,6110.88,8681.48,6528.04,10154.52,6046.92,8460.28,8487.76,4041.88,3987.48,3848.1600000000003,3952.92,3837.1200000000003,3996.12,3950.4000000000005,3747.24,3935.64,4093.48,3957.7999999999997,4026.36,4069.4,3824.2799999999997,1444.24,4080.2000000000007,3549.7999999999993,3998.600000000001,4000.44,4072.84,4017.72,3939.96,3970.2,3631.68,3957.24,4000.44,3974.52,3914.1600000000003,4090.04,3772.92
4,14714.83999999999,16425.88,16219.14,13336.2,16279.179999999998,13064.600000000006,13879.08,16087.04,16066.639999999998,13536.839999999998,5406.18,5365.76,4449.04,5324.96,5370.38,5195.56,4937.440000000002,5201.88,5035.12,4595.840000000005,4128.72,5065.520000000001,4132.7,5269.36,3447.7999999999997,4088.18,4129.52,4094.54,5474.72,5123.24,5124.420000000003,5469.02,5480.6,5162.62,5378.0599999999995,5343.400000000001,5256.66,5576.44,5270.06,5048.04
5,22536.199999999983,20369.280000000002,19790.92,17786.68,20102.079999999998,18455.92,21556.199999999997,20043.96,19899.56,19869.36,4497.16,4474.12,8348.360000000002,6673.08,5351.959999999997,3991.9600000000005,7099.44,6400.36,6023.52,8204.28,4897.24,7101.08,4474.8,6400.64,3599.52,4770.5599999999995,5065.12,4916.679999999999,4326.5199999999995,4344.16,4417.76,4258.679999999999,4645.199999999998,7031.44,6558.44,4605.36,6476.36,4528.279999999996,4096.96,6237.96
6,27926.4,20718.399999999994,20806.9,19982.199999999997,20842.000000000004,20483.600000000002,27766.600000000002,20195.0,21992.999999999993,20478.199999999993,8444.699999999999,7566.600000000003,7794.0000000000055,8015.200000000001,8205.1,8224.4,9127.200000000008,8396.6,8294.400000000001,16184.800000000001,6192.799999999999,9910.500000000005,6235.5,8293.199999999999,5173.499999999998,6083.7,6290.6,6218.099999999999,8535.800000000001,8329.6,8300.399999999996,8484.199999999999,8487.0,10428.1,8396.7,8572.699999999999,8433.1,8617.300000000001,8132.399999999997,8185.8
7,28255.760000000006,58639.68,46643.88,45100.84,46893.48,45030.88,29132.199999999884,44699.92,48020.12000000001,47739.72000000001,8497.16,7891.12,17947.44,8641.88,9131.799999999992,7690.880000000001,13316.24,8604.8,9037.199999999995,18474.52,8238.08,13371.36,8450.8,11549.200000000003,4726.24,8231.52,8284.96,8297.56,8059.5599999999995,7938.4800000000005,7959.68,7671.04,7609.800000000001,12376.320000000002,9351.200000000008,8038.5599999999995,10416.599999999999,7905.399999999995,7755.28,12553.399999999994
8,54351.24,89972.32,82945.8,52212.299999999996,71568.64000000001,87705.64,59902.76,84178.88,81396.16,83165.28,16325.54,13816.399999999998,18205.32,12798.16,17947.679999999993,13210.68,12058.320000000007,18172.36,17429.519999999997,19721.24,8369.799999999996,12157.039999999999,13997.699999999999,17966.28,5020.359999999994,9204.199999999999,7896.4400000000005,8312.300000000007,16177.380000000001,16181.600000000002,16090.94,15971.439999999999,15988.8,14612.519999999997,18233.52,16316.339999999998,18189.96,16308.240000000002,16170.820000000002,17585.920000000002
9,98874.48000000001,149976.24,91084.28,91409.56,84434.36,91918.88,90583.52,82162.56,92607.84,91535.32,17589.72,17648.04,20644.08,13596.64,18452.84,17821.12,16316.88,18681.68,18572.68,19828.92,16037.48,16418.32,17835.600000000002,18277.72,6020.96,15819.119999999999,16078.320000000002,16026.359999999999,17989.440000000002,17431.96,17692.56,18565.52,18612.6,15830.88,18738.88,17765.12,18642.68,18778.16,17429.76,17865.76
10,119788.6799999998,251195.76,96708.51999999993,93224.34,95404.38,116043.56000000004,136368.8,127376.75999999997,128150.88,161996.24000000002,18244.52,18976.679999999993,20255.199999999993,17061.400000000005,19728.54,19927.12,15463.14,20019.079999999998,19750.56,46395.119999999995,17949.440000000002,17022.1,18342.9,20259.12,8027.58,18372.360000000008,17511.92,18152.08,20104.039999999994,17782.24,18441.519999999997,19945.739999999998,20082.800000000003,21582.4,19929.46,18066.920000000002,19940.58,19907.22,18119.38,18685.120000000003
11,163306.39999999994,326436.7999999998,191695.99999999994,197636.40000000002,101894.80000000012,262955.19999999984,199125.80000000005,157994.00000000003,177248.59999999998,225169.4000000001,20343.799999999996,20675.2,45883.400000000016,25303.799999999992,20175.200000000004,20441.8,22693.000000000022,20690.6,20426.8,46967.2,18387.200000000008,21536.199999999997,19797.0,19936.8,7843.800000000001,19711.80000000001,18156.8,18890.400000000012,20750.6,18287.2,20729.2,20511.8,20596.0,26900.799999999996,20624.8,20825.4,20628.4,20617.6,19678.2,19985.600000000002
12,221845.59999999998,451201.63999999996,291900.14,266353.1,136603.31999999995,404444.92,237657.80000000002,247552.08000000007,233062.72,319894.6,20446.48,20544.64,48435.24,26265.68,45833.200000000004,19704.16,26435.04,40046.35999999999,33743.76000000001,56903.68,20703.88,25491.399999999994,20449.9,40030.32,10558.599999999997,20684.72,19687.68,20759.16,20481.339999999997,19911.84,20354.000000000004,31209.28000000002,19444.4,28780.14,37562.960000000014,20033.420000000002,39130.67999999999,43010.28,20317.54,20704.72
13,309841.9999999998,530009.4,416037.95999999996,331607.64,177731.6,494545.84,292696.6,306780.48,326717.4800000001,356190.2,36018.51999999999,45842.2,84207.2,27437.24,47933.68,46465.12,27852.079999999998,46075.76,45373.48,91598.2,20501.12,26945.680000000008,39472.199999999975,41761.68,15940.64,20486.28,20378.28,20390.52,40004.44,20256.24,41464.719999999994,41452.04,22920.6,28974.88,42039.12000000002,41941.24,42140.76,43489.72,42089.520000000004,41642.16
14,405373.59999999974,612968.7999999999,518792.9,428789.24,247475.59999999995,556765.5599999998,382615.5199999998,360977.68,442650.76,444379.76000000024,45418.02,46984.44,119844.40000000002,28115.32,57323.53999999998,46995.84,28390.36,46874.52,47788.560000000005,138259.0,34746.39999999996,27877.06,41694.39999999998,52446.43999999999,17753.66,40851.64000000002,20122.72,40985.36,43031.82,36237.64,43679.66,42958.78,44827.999999999985,29288.54,44276.32000000001,43259.82,44266.36,44699.86000000001,43086.02,43582.64000000001
15,489774.6799999998,740076.5199999998,625827.0799999996,507943.72,338108.56000000006,703668.56,478276.19999999995,447253.92000000004,548417.1200000001,550506.64,47733.68,59575.84,193711.8,44065.15999999994,76972.07999999999,48239.32,28940.280000000083,50270.72,48243.6,203132.52,40024.12,28201.64,42636.8,77188.28,18321.159999999996,41250.52,40723.48,40044.56000000003,68073.1600000001,40222.56,80514.16,44163.64,47991.200000000004,46866.799999999996,44560.44000000006,62245.840000000004,75790.52000000003,80603.56,44417.32,61390.48
16,627850.0,839995.9999999999,710581.7,605337.5,442222.19999999984,779931.5999999997,547915.5999999999,550392.7999999999,649757.0,663193.2000000001,56843.700000000004,84060.0,259040.40000000002,53207.200000000004,88766.69999999998,83590.20000000001,53292.1,67195.00000000001,77484.40000000002,237548.1999999998,41741.2,28932.6,72808.0,83549.40000000001,18115.3,42667.9,41780.8,43074.7,85609.90000000004,41995.4,87360.3,43505.70000000001,48782.0,50053.2,80442.4,88028.3,87846.0,113964.79999999997,77572.39999999997,66881.8
17,761191.5199999999,941205.4,860322.4399999998,714632.44,508337.96,836109.2399999999,667810.08,657502.36,736725.08,775034.0800000002,90675.6,120447.87999999998,259394.68,55671.92,103963.31999999996,109108.23999999999,56046.72000000001,83715.48,83506.12,261685.12,51836.56,28136.92,85995.6,83583.08,19748.120000000003,64513.08000000011,42723.479999999996,67692.88000000003,84647.92,74156.04000000001,105857.76000000001,65395.880000000005,52156.6,53071.64,85746.76000000004,119846.4,148750.24,140181.4,87004.87999999999,89235.24
18,846869.1599999993,1047780.2,979575.5599999996,868071.3199999998,642071.1,889576.2399999998,800715.6799999996,760585.84,800540.2000000001,893277.9199999999,124101.81999999995,124403.32,263714.28,92013.79999999999,152175.31999999995,174427.36000000004,92392.42,118898.0,92650.28,263646.44,77358.28,49523.939999999995,87572.79999999994,87730.72,20536.239999999998,85934.16000000002,85667.23999999999,86512.7,88509.72,78710.4,151237.16,118376.82000000002,72483.8,88954.62,98091.84000000005,120979.72,146928.68,178432.6,104746.52000000002,95378.35999999999
19,995010.1599999992,1103158.7999999998,1103272.68,948550.4400000001,758429.64,958561.36,865921.7200000001,845580.08,870756.04,1026355.12,163560.72,156562.88,293755.8,99314.8,157640.48,233014.91999999998,91181.68000000001,167972.95999999996,95299.64000000001,286279.24,83521.08,50076.72,117010.39999999998,91722.07999999999,20235.12,84254.51999999999,86381.92,84532.08,93639.59999999999,84755.28,185925.76,144327.4,95826.39999999998,89773.12,142901.24,120431.68000000001,184795.12,216898.52000000002,137036.6,152145.4
20,1127536.1199999996,1232455.3199999998,1234133.7199999997,1072492.8000000003,867613.7,993973.68,935212.6,958102.56,962889.4,1149134.4400000002,186378.47999999992,160828.04,331004.12,132691.12,170236.95999999993,259435.48,92466.82,222256.19999999998,148218.44000000015,314786.92000000004,84635.68000000001,51288.66,144421.0,97599.55999999991,20411.94,86666.98,84216.24,86249.94,105759.98000000001,86113.28,209873.31999999998,213296.16000000024,97476.20000000001,97751.34,174442.58000000002,166178.9,206303.4,250902.62,139677.58,168657.44
21,1259426.8,1251527.6,1247208.6,1129193.6,960953.0000000002,1071003.2,1023624.6000000001,1056227.0,988681.8,1248976.8,193693.8,192007.40000000002,411785.6000000001,189500.59999999998,198625.2,260757.4,139436.60000000012,256538.8,225378.1999999998,354023.79999999993,87887.4,85285.00000000003,200058.0,137919.99999999997,39300.199999999975,97340.60000000002,86387.8,120936.0,154301.59999999998,94677.60000000011,222444.6,233171.8000000002,118795.0,110010.19999999997,177545.8,197182.6,228220.59999999992,288741.39999999997,141424.4,170294.2
22,1286773.7999999993,1307050.6,1291319.02,1185078.0,1070429.0,1202797.08,1133938.4799999997,1177777.2400000002,1037176.36,1297297.12,195912.14,230986.88000000003,451234.12,231902.08000000002,236600.36000000002,272363.32,173172.82,262482.08,261353.12,399321.8,88351.12,93332.3,259658.69999999998,149391.80000000016,39803.62,128927.04000000011,98877.03999999995,142412.12000000008,171994.46,130065.68000000001,255498.0,256609.84000000003,130488.6,156699.95999999993,201029.76,232237.66,268966.2799999999,304478.18,188672.76,216928.91999999998
23,1385737.64,1426153.7999999998,1318918.48,1255643.1600000001,1166159.44,1365048.16,1246006.36,1288439.6,1088902.08,1384373.9200000002,248522.32,241085.44,451078.04,267339.52,247843.88,309575.71999999974,198002.16,268668.04,263223.48,446189.24,87987.6,95017.88,269545.2,172773.48000000004,40619.55999999999,173518.76,108815.59999999999,181566.2,217038.40000000002,195833.36,259056.04,293623.3600000001,164396.79999999996,186642.16000000003,219956.12,264343.52,316152.56,309724.48,218848.36,258826.92
24,1449922.56,1442993.56,1392460.48,1336427.04,1249803.9199999997,1425360.84,1350544.48,1352614.1199999996,1178628.6400000001,1443293.84,265071.83999999997,297296.88,453544.4,268944.72,264843.94,335463.87999999995,198526.3,302812.56,288451.76,453712.36,105696.39999999998,100159.29999999999,271508.4,211349.36,42276.26,196258.2000000003,123387.28000000001,214595.64,228941.0800000001,231071.63999999996,299449.04000000004,326715.10000000003,212995.6,214087.44,252724.98,302803.56000000006,351560.8,351784.19999999995,256302.27999999982,310249.92000000004
25,1453002.92,1451527.5999999999,1449800.24,1428359.96,1350424.4400000002,1446334.52,1442775.7999999998,1430220.8399999999,1299071.56,1446118.32,298288.8799999999,317856.76,459215.64,270592.32,308988.55999999994,374787.9199999999,264907.24000000005,324883.24,319599.76,457274.88,152675.47999999975,132731.76000000013,273683.6,272324.24,60300.56,240061.96000000002,151441.68000000002,259767.40000000002,270080.28,270143.88,339222.96000000014,379153.96,259704.19999999987,235013.63999999998,294724.2800000002,342278.12000000005,401026.8,391322.87999999995,302909.91999999987,328283.36
26,1462278.0,1454202.0,1457422.5,1440277.0,1427544.0,1455627.0,1453852.0,1444117.0,1382140.0,1455646.0,340262.5,343841.0,460690.0,302930.0,339071.0,411558.0,267566.5,366274.0,359905.0,459627.0,192259.0,191523.5,276621.0,273085.0,62151.5,270550.0,221358.0,270845.5,271197.5,270217.0,361755.5,403538.5,320793.0,268743.0,357753.5,394781.5,423122.0,423008.0,349148.0,372546.0
27,1485117.0799999998,1463604.48,1476662.72,1448136.72,1445806.32,1462130.56,1463704.08,1446957.72,1454219.1199999999,1463609.52,352742.92,380986.24,465044.32,352267.2799999999,355755.75999999983,443251.08,299923.27999999997,401921.64,408782.6400000001,461656.32,269596.5199999998,253186.3599999999,277274.4,274931.56,86089.16,271459.68000000005,267555.36,272696.76,272994.56,272272.08,397288.72000000015,457318.24,355688.0,307770.2,387098.8,417117.31999999995,468770.48,458249.7999999999,393630.68000000005,401637.0800000001
28,1516601.12,1536149.76,1577586.4799999997,1455640.84,1455221.34,1489615.8399999996,1470596.64,1487167.2000000002,1454705.68,1469905.64,404198.5199999998,422069.68,467121.72000000003,414411.5599999998,396773.44,450882.08,333160.94,445712.88,415073.32,466113.88,275198.28,279393.32,280193.9,278155.32,84247.94,272330.06,271663.64,274996.44000000006,277232.76,273312.8,446168.95999999996,521929.62000000034,365718.6,350415.5199999998,454699.16,476183.69999999995,532597.26,499631.94,424025.22,449322.60000000003
29,1522040.24,1587333.2,1584265.64,1477583.76,1455342.8800000001,1511441.24,1506865.32,1584188.0000000005,1483593.48,1516735.88,446304.88,452019.48,501807.32,458683.92,425799.95999999996,450912.96,395698.76000000007,452939.68,450689.68,469573.84,301024.8399999999,279649.92,284120.4,278479.68000000005,86339.43999999997,276736.92,299882.75999999995,278655.6,279156.04,278259.24,479212.6,533669.08,402862.4000000001,407901.8,520712.68000000017,495792.7200000002,558973.52,530881.96,470722.4799999999,462324.4
30,1523720.64,1586708.32,1588573.46,1577126.54,1472724.32,1516725.28,1522288.76,1642471.0,1556583.56,1520089.08,452160.68,452218.76,512787.36000000004,459271.88,452091.26,452718.88,410561.8,452841.92,453368.12,503801.76,327136.64,281228.26,283721.3,282403.36,86508.98,278658.66,332438.48,280331.66,324010.80000000005,281531.12,512353.48,535644.9,468821.0,446797.92000000004,532955.32,533173.3,594690.52,533610.02,531584.78,515826.96000000014
31,1540363.4,1586772.6,1589462.4,1589595.2,1495511.4,1519317.4,1525170.8,1650355.2,1590002.0,1556617.4,452429.2,454218.6,514754.8,460715.6,468630.6,457293.8,454782.4,455065.0,459476.2,514862.2,333616.4,285534.6,313657.0,283455.4,90177.59999999995,278512.0,332352.8,314928.39999999997,327127.2,282000.4,533125.6,540409.4,510591.0,506204.60000000003,534887.0,532820.4,595064.8,535059.4,533345.6,535059.6
32,1643655.28,1593024.36,1663151.3199999996,1590036.54,1543185.2200000002,1579752.8,1530286.0,1650925.56,1591269.04,1625140.04,454205.66,455624.24,513310.32,465524.44,498760.64,458587.32,460619.54,460731.32,459562.24,519219.64,335127.8,287711.58,316631.7,282941.32,104199.98000000001,281652.18,334344.12,317692.86,328710.22,285581.04,533025.86,541623.06,538512.4,542182.02,536342.34,534702.0599999999,596626.22,539698.38,536619.36,538366.16
33,1661583.08,1629175.2,1728580.0399999996,1591320.5999999999,1587988.12,1604487.56,1619974.48,1651398.4,1590032.2,1650521.92,457473.36,456292.16,537924.0,476481.36,514591.12,486048.7999999999,460677.64,472216.56000000006,461384.52,522091.12,334425.56,286076.96,315108.6,288212.4,127200.47999999995,285490.4000000001,338637.96,325316.32,330275.48,284285.92,534816.24,540869.44,565176.4,542138.04,539756.76,538903.76,598021.8,541364.28,539256.2,541355.52
34,1661012.24,1666762.1199999996,1791594.0399999986,1645425.54,1593496.8,1669813.9599999995,1660100.28,1673911.84,1642817.5599999998,1653304.8800000001,460336.14,458328.68,567526.92,501589.16,514333.16000000003,497617.56,462296.02,488865.76,465711.56,535608.08,338144.44,298679.72,319179.5,306468.08,151499.62,322817.92000000004,340358.04,327550.22000000003,331612.06,288276.52,539183.86,542694.3200000001,600991.8,543890.38,540374.84,540564.62,597236.14,540984.2,539612.58,541595.48
35,1709955.3999999994,1736699.04,1859023.8399999999,1669297.0,1660204.56,1716117.24,1688266.8,1738575.84,1707785.4000000001,1652471.32,466897.5999999999,471143.19999999995,586424.64,511845.08,515984.36,504766.48,463884.84,489996.56,467288.56,569381.8000000002,341445.6,331575.8,335002.3999999999,311779.48,189305.08,326895.12,339871.64,331129.36000000004,335869.8,317039.9600000002,540918.88,544325.5599999999,601447.8,547088.64,543853.8,564981.2,599270.3200000001,552603.48,541354.48,543031.64
36,1736531.2,1795070.2,1864613.3,1732780.0,1717014.3,1719176.4,1721163.4,1822552.4,1732155.8,1689741.8,495228.3,491768.9999999999,586580.2,514436.8,522686.4,506384.2,468451.7,492123.2,481901.0,588281.8,346499.8,336409.4,358938.0,389995.3999999999,211057.79999999973,326988.7,339165.0,330468.9,343787.39999999997,336203.6,538343.3,546968.9,603538.0,549574.3,547431.3,577247.9,602312.9,561051.0,546107.9,545000.4
37,1738965.6800000002,1843688.7999999998,1914288.44,1769788.24,1759415.8399999999,1723576.52,1734935.84,1825089.48,1799972.5599999998,1730243.56,495515.08,514300.39999999997,589126.64,516331.72,522106.79999999993,510784.36,467118.56,502008.88,503079.08,592911.84,382757.12,339319.08,383916.6,397078.68,243412.79999999984,339588.2400000003,344468.72,336341.44,361385.07999999984,337477.28,557095.12,586145.48,607633.3999999999,552470.92,555376.4,578365.2,607677.0800000001,599570.5999999996,547272.48,549297.24
38,1738831.48,1859286.8,1984544.58,1839470.96,1839320.7600000007,1723526.72,1733854.16,1854383.2,1867624.0399999998,1740767.96,499951.36,524321.52,589645.48,520945.56,522726.82,511263.64,467273.44,509620.76,518220.52,594840.72,382149.72000000003,340304.48,383776.6,403956.44,270365.51999999996,366846.16000000003,346607.56,358385.98,386291.6400000001,342885.76,580220.16,588587.62,608438.6,554184.5199999999,588960.1800000003,590233.34,610541.02,638883.26,574209.48,549671.6
39,1762672.8399999999,1863308.32,1989488.7599999998,1861575.68,1862131.0,1758842.76,1737186.4,1925319.68,1869551.44,1801351.08,511579.48,526304.36,589546.16,520035.84,529401.08,511489.24,469660.88,513245.52,519787.44,597553.04,383351.96,338336.08,399393.6,405063.32,270582.27999999997,374595.12000000005,353006.5199999998,371562.16000000015,402416.24,343710.72000000003,624480.04,600814.4800000002,610473.4,579899.4000000003,609513.56,590915.28,613396.56,639905.28,582163.16,552011.92
40,1826238.52,1905958.9999999998,2017249.9799999997,1866821.24,1871526.26,1811809.92,1775097.4,1928332.76,1906197.2,1871168.3200000005,513229.46,559392.92,591626.2000000001,521813.48,562993.36,538201.5599999999,473424.06,522628.48,519044.84,597865.88,394769.88,347205.76,400907.3,407078.48,270545.56,397045.28,375742.27999999997,385850.34,405994.24,344057.92,650977.34,606319.84,642297.6,593386.46,620812.66,590697.66,615540.5599999999,644194.28,593341.58,554220.36
41,1844499.3999999994,1937377.2,2051429.2,1872117.0,1928784.2000000002,1826932.2,1840351.2,1933451.4,1922830.4,1916240.6000000003,511467.2,572801.2,595681.4,550255.4,563580.8,564138.7999999999,510557.4000000001,527685.8,520527.4,597846.2,395515.2,370728.6000000001,405170.0,416661.6,272296.8,402449.6,377719.2,387391.4,406490.8,352810.4000000001,649614.8,607612.6,655902.0,601089.4,635919.0000000001,604869.5999999999,621774.7999999999,656110.8,595540.2,558360.4
42,1885895.92,1943519.68,2054397.94,1893832.92,1978219.62,1869238.4,1881903.4,1945419.84,1988866.08,1986451.48,532678.4000000001,574852.32,597096.24,564755.92,575861.34,575205.32,514780.66,546056.68,522064.64,598557.4800000001,394199.04,381919.1599999999,405501.9,417027.08,272001.78,403632.77999999997,379279.64,401069.4,406171.88,375266.92,651203.62,608157.46,659340.4,605572.46,641529.24,632804.4,622421.64,655014.02,595565.96,573615.8400000001
43,2004147.32,1948096.04,2059696.16,1925329.28,1994564.64,1910017.6400000001,1926559.0799999996,1965666.36,2019131.28,1990001.4000000001,541401.12,574869.32,609909.0399999998,569565.3999999999,577121.56,582831.92,554115.92,577090.48,526647.44,604798.72,395641.24,405841.12000000005,406084.0,417800.16,276840.32,405212.64,383727.04000000004,401391.12,406654.12,382182.8,655563.36,610147.04,661103.6,641810.32,643098.48,660388.8,639567.96,659645.16,603580.64,596388.7999999999
44,2008460.04,1993483.72,2066428.62,1952702.5999999999,1994860.26,1994518.52,2004826.28,1999121.12,2062430.12,1997547.8800000001,554026.22,575969.84,648959.76,570883.36,577496.92,584642.16,568917.3,585847.72,554638.48,602922.56,399587.56,410633.95999999996,404569.8,414954.72,277771.63999999996,405455.72000000003,390989.0399999999,404934.84,407811.88,381393.0800000001,656276.44,608290.64,662546.4,646125.04,660093.0800000001,662866.02,659373.46,663663.8999999999,637105.1200000001,618340.52
45,2014562.08,1999614.7999999998,2073602.44,2038623.56,1997873.72,2000412.4,2011087.84,2049486.6,2063936.4,2001712.84,554705.96,580254.36,651502.2,576984.6799999998,580117.12,585912.4400000001,589353.88,588108.36,586770.24,606821.48,404246.36,413979.16,406108.8,421649.04,278599.28,405667.27999999997,401412.76,406259.83999999997,419233.76,400697.68,657428.52,607814.48,664656.8,672101.24,667815.36,665847.96,661227.36,668116.72,655927.3999999999,634777.44
46,2044105.5999999996,2046453.6,2077974.4,2062631.4,2010277.7,2006116.2,2040950.1999999995,2066583.0,2074119.2,2003289.0,564787.6,582413.2,655722.8,595829.6,581411.7,588144.7999999999,590676.2,589179.2,592931.8,608454.8,407108.39999999997,415040.8,406623.0,455032.6,279622.1,416959.0,405294.39999999997,404558.4,452721.9,407657.80000000016,662907.4,631816.2000000001,669061.0,673590.3,669283.9,668324.7,671346.0,669686.2,665262.6,637929.2
47,2095663.9999999998,2068542.24,2079479.32,2063785.44,2041419.3999999997,2056833.44,2084322.96,2075228.76,2078298.64,2009967.5600000003,567443.84,587058.36,661051.16,594711.44,587429.56,589085.28,594427.72,590012.88,595274.64,610900.48,408939.28,413771.32,408752.2,456998.44,280951.12,419953.92,407652.48,406247.52,454404.44,422582.32,662269.36,655645.76,670361.2,678136.64,671065.24,668519.76,671336.08,667589.6,667868.04,639143.76
48,2140599.68,2069248.8800000001,2084409.22,2067625.54,2075313.46,2066262.3599999999,2137011.36,2075441.68,2084507.84,2031560.04,588390.88,587178.92,661147.84,594824.2,589252.16,590415.24,595902.84,591315.68,595430.96,614230.04,410341.96,424946.39999999997,421472.99999999994,461370.36,296332.16,418846.14,407565.32,405269.94,458337.25999999995,454381.16,664140.2,672706.28,673289.8,678807.42,670487.16,670494.52,671145.84,669502.56,671804.34,651213.3200000002
49,2148309.92,2075100.72,2090632.04,2075345.12,2079102.56,2132052.16,2144266.7600000002,2078599.32,2090358.8400000003,2087332.8800000001,587112.04,588840.76,662158.52,595806.32,589850.72,590443.64,595062.84,590720.24,595281.08,616575.84,412070.16,425306.44,444794.1999999997,460922.68,318120.31999999995,434224.5200000002,408440.96,418211.4,459609.68,454780.04,668401.84,672454.16,673553.0,680270.92,670513.88,669014.32,672730.08,669622.28,672494.36,676463.04
50,2148382.08,2076057.72,2096257.08,2078734.56,2081340.18,2136687.52,2145039.16,2083655.44,2090971.84,2136552.28,587287.84,590821.28,662093.24,597661.32,588764.6,589695.72,594852.9400000001,591800.04,594287.12,620287.76,413766.0,427118.74,453424.3,460882.16,326682.72,451984.32000000007,408556.6,431105.26,459514.16,455604.92,667743.8200000001,674295.66,676773.8,680431.52,671596.86,671860.82,674312.38,671288.78,675201.32,677155.48
